SAMPLE CODE,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT,Acanthurus tractus (bahianus),Acanthurus chirurgus,Acanthurus coeruleus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx bartholomaei,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Sphyraena picudilla,Trachinotus falcatus
2018Manchas Exteriores 10m2,2018,West,Mayaguez,Manchas Exteriores 10m,Shallow,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,552.7,0,0,24.54,0,0,0,1416,0,0,0
2018Manchas Exteriores 10m3,2018,West,Mayaguez,Manchas Exteriores 10m,Shallow,3,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,338.91,,0,0,0,0,58.86,,0,0,204.68,22.56,0,0,0,0,0,0,0,0,0,0
2018Manchas Exteriores 10m4,2018,West,Mayaguez,Manchas Exteriores 10m,Shallow,4,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,44.97,41.16,0,0,24.54,0,0,0,298.25,0,0,0
2018Manchas Exteriores 10m5,2018,West,Mayaguez,Manchas Exteriores 10m,Shallow,5,98.07,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.14,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18.98,,0,0,0,1.98,0,0,0.37,0,0.5,0,47.18,0,0,0
2018Manchas Exteriores 20m1,2018,West,Mayaguez,Manchas Exteriores 20m,Intermediate,1,0,76.74,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,18.98,,0,0,0,196.53,0,0,0,0,0,0,446.79,0,0,0
2018Manchas Exteriores 20m2,2018,West,Mayaguez,Manchas Exteriores 20m,Intermediate,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,582.12,,0,0,0,0,0,,0,0,0,278.85,0,0,129.81,0,0,0,5408.66,0,0,0
2018Manchas Exteriores 20m3,2018,West,Mayaguez,Manchas Exteriores 20m,Intermediate,3,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,113.78,0,0,,0,0,0,0,0,,0,0,0,61.74,0,0,0,0,0,0,47.18,0,0,0
2018Manchas Exteriores 20m4,2018,West,Mayaguez,Manchas Exteriores 20m,Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,2505.49,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,36.54,209.57,0,0,8.18,0,0,0,1.28,0,0,0
2018Manchas Exteriores 20m5,2018,West,Mayaguez,Manchas Exteriores 20m,Intermediate,5,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,36.54,0,0,0,16.36,0,19.7,0,0,0,0,0
2018Palominitos (2016)1,2018,North/Northeast,Fajardo,Palominitos (2016),Shallow,1,22,47.62,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,522.85,,0,0,0,142.36,0,0,37.77,0,0.5,0,0,0,0,0
2018Palominitos (2016)2,2018,North/Northeast,Fajardo,Palominitos (2016),Shallow,2,54.38,9.25,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,56.94,,0,0,3.52,41.16,0,0,45.95,0,0,0,13.3,0,0,0
2018Palominitos (2016)3,2018,North/Northeast,Fajardo,Palominitos (2016),Shallow,3,54.38,38.37,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,3.52,0,0,0,0,0,3.5,0,255.55,0,0,0
2018Palominitos (2016)4,2018,North/Northeast,Fajardo,Palominitos (2016),Shallow,4,43.69,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,359.22,,0,0,36.54,142.36,0,0,265.98,0,0,0,0.64,0,0,0
2018Palominitos (2016)5,2018,North/Northeast,Fajardo,Palominitos (2016),Shallow,5,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,505.67,0,0,0,0,0,,0,0,0,0,1046.5,,0,0,0,0,0,0,37.77,0,1,0,1.92,0,0,0
2018Palominos (2016)1,2018,North/Northeast,Fajardo,Palominos (2016),Intermediate,1,0,38.37,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0.88,65.51,0,0,105.27,0,0.5,0,58.56,0,0,0
2018Palominos (2016)2,2018,North/Northeast,Fajardo,Palominos (2016),Intermediate,2,10.69,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,151.6,0,0,0,0,0,0,58.56,0,0,0
2018Palominos (2016)3,2018,North/Northeast,Fajardo,Palominos (2016),Intermediate,3,43.69,137.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,232.74,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,73.08,0,0,0,0,0,0.5,0,0,0,0,0
2018Palominos (2016)4,2018,North/Northeast,Fajardo,Palominos (2016),Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,,0,0,0,162.94,0,0,37.77,0,1,0,0.64,0,0,0
2018Palominos (2016)5,2018,North/Northeast,Fajardo,Palominos (2016),Intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,4946.4,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2018Puerto Botes 15m1,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,1,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,440.78,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,180.81,0,1.5,0,0,0,0,0
2018Puerto Botes 15m2,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,2,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217.86,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,221.44,0,0,0,0,0,,0,0,0,0,0,,0,0,204.68,0,0,0,105.27,0,0,0,723.07,0,0,0
2018Puerto Botes 15m3,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,3,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.74,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,36.54,0,0,0,0,0,1,0,251.07,0,0,0
2018Puerto Botes 15m4,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,4,0,38.37,54.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.52,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,204.68,142.36,0,0,0,0,1,0,251.07,0,0,0
2018Puerto Botes 15m5,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,317.12,,,,0,0,0,232.74,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,37.77,0,1,0,23.4,0,0,0
2018Puerto Botes 20m1,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,163.3,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,370.74,192.76,0,0,105.27,0,0,0,0,0,0,0
2018Puerto Botes 20m2,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,2,0,0,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.6,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,20.58,0,0,8.18,0,0,0,724.35,0,0,0
2018Puerto Botes 20m3,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,3,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.34,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,320.95,0,0,8.18,0,1.5,0,724.35,0,0,0
2018Puerto Botes 20m4,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.48,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,0,,0,0,204.68,41.16,0,0,143.04,0,1.5,0,0,0,0,0
2018Puerto Botes 20m5,2018,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,5,0,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.89,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,123.48,0,0,8.18,0,10.85,0,1.28,0,0,0
2018Puerto Canoas 30m1,2018,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,1,0,0,54.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1463.38,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,333.11,0,0,0,0,0,0,0
2018Puerto Canoas 30m2,2018,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,4100,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,204.68,0,0,0,0,0,0.5,0,0,3252.18,0,0
2018Puerto Canoas 30m3,2018,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,3,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,79.98,0,0,0,0,0,,0,0,0,0,0,,0,0,16.86,249.03,0,0,45.95,0,0,0,0,0,0,0
2018Puerto Canoas 30m4,2018,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,4,0,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,380.42,0,,,,0,0,0,439.34,0,0,0,0,,,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,0,,0,0,0,142.36,0,0,45.95,0,0,0,11.38,0,0,0
2018Puerto Canoas 30m5,2018,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.68,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,399.53,0,0,0,421.94,0,,0,0,0,0,0,,0,0,8.43,0,0,0,8.18,0,0.5,0,1421.57,0,0,0
2019Boya Vieja (2015)1,2019,Southwest,La Parguera,Boya Vieja (2015),Intermediate,1,54.38,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,439.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,617.57,82.32,0,0,24.91,0,0,0,0,0,0,0
2019Boya Vieja (2015)2,2019,Southwest,La Parguera,Boya Vieja (2015),Intermediate,2,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,64.08,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,,0,0,0,65.7,0,0,0,0,0.5,0,699.78,0,0,0
2019Boya Vieja (2015)3,2019,Southwest,La Parguera,Boya Vieja (2015),Intermediate,3,75.76,0,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.85,0,,0,0,0,0,281.38,,0,0,375.39,494.45,0,0,188.99,0,0.5,0,570.5,0,0,0
2019Boya Vieja (2015)4,2019,Southwest,La Parguera,Boya Vieja (2015),Intermediate,4,54.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,348.19,,0,0,59.01,142.36,0,0,38.14,0,1,0,59.2,0,0,0
2019Boya Vieja (2015)5,2019,Southwest,La Parguera,Boya Vieja (2015),Intermediate,5,98.07,76.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.24,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,97.63,131.02,0,0,151.59,0,0,0,0,0,0,0
2019Gallardo (2019)1,2019,West,Cabo Rojo,Gallardo (2019),Very Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,42.15,123.48,0,0,0,0,0,0,989.86,0,0,0
2019Gallardo (2019)2,2019,West,Cabo Rojo,Gallardo (2019),Very Shallow,2,0,0,131.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,371.01,0,0,0,8.18,0,0,0,1220.24,0,0,0
2019Gallardo (2019)3,2019,West,Cabo Rojo,Gallardo (2019),Very Shallow,3,0,0,21.38,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,516.23,,0,0,0,142.36,0,0,37.77,0,1,0,695.49,0,0,0
2019Gallardo (2019)4,2019,West,Cabo Rojo,Gallardo (2019),Very Shallow,4,0,0,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,126.48,82.32,0,0,0,0,1,686.01,87.08,0,0,0
2019Gallardo (2019)5,2019,West,Cabo Rojo,Gallardo (2019),Very Shallow,5,0,0,76.38,0,0,0,0,0,0,0,0,0,0,0,0,0,196.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1000,0,8.18,0,0,0,725.63,0,0,0
2019Media Luna 10m (Parguera)1,2019,Southwest,La Parguera,Media Luna 10m (Parguera),Shallow,1,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,36.54,0,0,0,37.77,0,0,0,47.18,0,0,0
2019Media Luna 10m (Parguera)2,2019,Southwest,La Parguera,Media Luna 10m (Parguera),Shallow,2,0,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,58.86,,0,0,1.76,142.36,0,0,105.27,0,0,0,48.46,0,0,0
2019Media Luna 10m (Parguera)3,2019,Southwest,La Parguera,Media Luna 10m (Parguera),Shallow,3,0,0,0.62,0,0,0,0,0,0,0,0,0,0,891.09,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,204.68,0,0,0,113.45,0,0,0,493.97,0,0,0
2019Media Luna 10m (Parguera)4,2019,Southwest,La Parguera,Media Luna 10m (Parguera),Shallow,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,439.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.14,0,0,0,0,0,,0,0,0,0,0,,0,0,8.87,0,0,0,106.01,0,0.5,0,262.45,0,0,0
2019Media Luna 10m (Parguera)5,2019,Southwest,La Parguera,Media Luna 10m (Parguera),Shallow,5,0,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0.44,3.96,0,0,37.77,0,0,0,58.56,0,0,0
2019Media Luna 5m (Parguera)1,2019,Southwest,La Parguera,Media Luna 5m (Parguera),Very Shallow,1,0,0,54.38,0,0,0,0,0,0,0,0,0,0,34.92,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,1.32,3.96,0,0,0,0,0,0,569.86,0,0,0
2019Media Luna 5m (Parguera)2,2019,Southwest,La Parguera,Media Luna 5m (Parguera),Very Shallow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,47.1,0,0,438.38,0,0,0,1397.9,0,0,0
2019Media Luna 5m (Parguera)3,2019,Southwest,La Parguera,Media Luna 5m (Parguera),Very Shallow,3,0,0,11.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,77.84,,0,0,0,24.54,0,0,105.27,0,0,0,252.99,0,0,0
2019Media Luna 5m (Parguera)4,2019,Southwest,La Parguera,Media Luna 5m (Parguera),Very Shallow,4,43.69,0,98.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885.76,0,0,0,0,0,,0,0,0,0,0,,0,0,208.64,0,0,0,560.95,0,0,0,13.3,0,0,0
2019Media Luna 5m (Parguera)5,2019,Southwest,La Parguera,Media Luna 5m (Parguera),Very Shallow,5,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,125.67,,0,0,407.1,82.32,0,0,0,0,0,0,2.56,0,0,0
2019Resuellos1,2019,West,Cabo Rojo,Resuellos,Shallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.53,0,0,0,0,0,,0,0,0,0,222.52,,0,0,78.69,0,0,0,16.36,0,0,0,47.18,0,0,0
2019Resuellos2,2019,West,Cabo Rojo,Resuellos,Shallow,2,22,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,144.65,,0,0,33.72,255.44,0,0,0,0,0,0,298.25,0,0,0
2019Resuellos3,2019,West,Cabo Rojo,Resuellos,Shallow,3,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18.98,,0,0,0,0,0,0,560.95,0,0,417.67,0,0,0,0
2019Resuellos4,2019,West,Cabo Rojo,Resuellos,Shallow,4,0,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.96,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205.64,0,0,0,0,0,0,0,0,0,,0,0,0,0,222.52,,0,0,2.2,65.51,0,0,528.65,0,0,0,698.5,0,0,0
2019Resuellos5,2019,West,Cabo Rojo,Resuellos,Shallow,5,0,38.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459.73,0,0,,0,0,0,0,0,,0,0,0,0,0,0,227.84,0,0,0,1.28,0,0,0
2019Tourmaline 10m1,2019,West,Cabo Rojo,Tourmaline 10m,Shallow,1,243.33,0,122.95,0,0,0,0,0,0,0,0,0,0,0,0,0,348.38,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,46.73,278.85,0,0,38.14,0,0,0,447.43,0,0,0
2019Tourmaline 10m2,2019,West,Cabo Rojo,Tourmaline 10m,Shallow,2,131.07,9.25,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,98.51,539.38,0,0,0.74,0,0,0,723.07,0,0,0
2019Tourmaline 10m3,2019,West,Cabo Rojo,Tourmaline 10m,Shallow,3,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337.14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,142.36,1700,0,24.54,0,0.5,0,0.64,0,0,0
2019Tourmaline 10m4,2019,West,Cabo Rojo,Tourmaline 10m,Shallow,4,43.69,0,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,337.14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,16.86,164.64,0,0,0,0,0,0,0,0,0,0
2019Tourmaline 10m5,2019,West,Cabo Rojo,Tourmaline 10m,Shallow,5,218.45,38.37,65.07,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,337.62,,,,0,0,0,746.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0.44,41.16,0,0,320.48,0,2,0,0,0,0,0
2019Tourmaline 20m1,2019,West,Cabo Rojo,Tourmaline 20m,Intermediate,1,98.07,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88.16,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,9.75,86.09,0,0,113.31,0,0,0,723.07,0,0,0
2019Tourmaline 20m2,2019,West,Cabo Rojo,Tourmaline 20m,Intermediate,2,0,0,87.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,,,,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,35.04,0,0,0,37.77,0,0,0,0,0,0,0
2019Tourmaline 20m3,2019,West,Cabo Rojo,Tourmaline 20m,Intermediate,3,87.38,108.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,191.13,142.36,0,0,16.73,0,0,0,734.45,0,0,0
2019Tourmaline 20m4,2019,West,Cabo Rojo,Tourmaline 20m,Intermediate,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,,0,0,0,0,0,,0,0,0,131.02,0,0,16.36,0,0,0,723.07,0,0,0
2019Tourmaline 20m5,2019,West,Cabo Rojo,Tourmaline 20m,Intermediate,5,10.69,9.25,43.69,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,699.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,689.51,0,0,0,18.98,,0,0,1.76,28.5,0,0,0,0,0,0,0,0,0,0
2019Tourmaline 30m1,2019,West,Cabo Rojo,Tourmaline 30m,Mesophotic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.04,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.53,1016.73,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019Tourmaline 30m2,2019,West,Cabo Rojo,Tourmaline 30m,Mesophotic,2,0,38.37,10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.05,0,0,0,0,70.58,,0,0,0,0,0,,0,0,1.32,75.6,0,0,75.54,0,0,0,0,0,0,0
